institution,name,rank,area,degree,degree_year,school,start,annotation,listing
Georgetown University,"Walker, David A.",Prof,PR,PHD,68,Iowa St,1973,,
Georgetown University,"Angel, James J.",Assoc,MDV,PHD,91,Berkeley,1991,,
Georgetown University,"Bodurtha, James N. Jr.",Assoc,SL,PHD,83,NYU,1996,,
Georgetown University,"Brewer, Thomas L.",Assoc,W,PHD,82,Michigan,1985,,
Georgetown University,"Eberhart, Allan C.",Assoc,ABN,PHD,89,S Carol,1989,,
Georgetown University,"Rivoli, Pietra",Assoc,V,PHD,84,Florida,1983,,
Georgetown University,"Comer, George",Asst,JMX,PHD,1,NYU,2001,,
Georgetown University,"Dahiya, Sandeep",Asst,,PHD,,NYU,1997,,
Georgetown University,"Pinkowitz, Lee",Asst,DEGU,PHD,99,Ohio St,1999,,
Georgetown University,"Siddique, Akhtar R.",Asst,V,PHD,95,Duke,1995,,
Georgetown University,"Williamson, Rohan",Asst,ADVW,PHD,97,Ohio St,1997,,
University of Georgia,"Benson, P. George",Dean,Stat,PHD,77,Florida,1998,,
University of Georgia,"Verbrugge, James A.",H-Pr,FHPQ,PHD,68,Kentucky,9-68,Georgia Bankers Association Chair of Finance,
University of Georgia,"Netter, Jeffry M.",Prof,ABGT,PHD,88,Ohio St,9-89,,
University of Georgia,"Poulsen, Annette B.",Prof,BGTV,PHD,83,Ohio St,9-87,Sterne Chair of Banking & Finance,
University of Georgia,"Sinkey, Joseph F. Jr.",Prof,PBFN,PHD,71,Boston C,9-76,Hiles Professor of Finance,
University of Georgia,"Steuer, Ralph E.",Prof,FR,PHD,73,N Carol,8-99,,
University of Georgia,"Lipson, Marc L.",Assoc,D,PHD,94,Michigan,9-94,,
University of Georgia,"Fuller, Kathleen",Asst,ADG,PHD,97,Indiana,8-98,,
University of Georgia,"Hagtvedt, Ray",Asst,FR,PHD,99,Geo St,8-00,,
University of Georgia,"Jones, Kari",Asst,RF,PHD,99,Emory,8-00,,
University of Georgia,"Linck, James S.",Asst,U,PHD,99,Ariz St,8-00,,
University of Georgia,"Mayhew, Stewart",Asst,OJL,PHD,96,Berkeley,1-00,,
University of Georgia,"Pope, Chris",Asst,U#PR,PHD,0,Indiana,8-00,,
University of Georgia,"Srinivasan, Anand",Asst,Q&,PHD,0,NYU,8-00,,
University of Georgia,"Stivers, Christopher T.",Asst,J,PHD,98,N Carol,9-98,,
University of Georgia,"Hoyt, Robert E.",C-Pr,#ABL,PHD,87,Penn,1988,,
University of Georgia,"Kau, James B.",Prof,&,PHD,71,U Wash,,C. Herman & Mary Virginia Terry Distinguished Chairholder in Business Adm,
University of Georgia,"Trieschmann, James S.",Prof,#,DBA,70,Indiana,,"Dudley L. Moore, Jr. Chairholder",
University of Georgia,"Pottier, Steven W.",Assoc,#,PHD,94,Tx-Austin,,,
University of Georgia,"Downs, David",Asst,&,PHD,95,N Carol,,,
University of Georgia,"Martin, Richard",Asst,&,PHD,96,Illinois,,,
University of Georgia,"Munneke, Henry J.",Asst,&,PHD,93,Illinois,,,
University of Georgia,"Sommer, David W.",Asst,#,PHD,93,Penn,8-95,,
Georgia Col & State Univ,"Jones, Jo Ann",Dean,,PHD,77,La Tech,1976,,
Georgia Col & State Univ,"Sakar, Amin U.",C-Pr,Econ,PHD,88,Berkeley,2001,,
Georgia Col & State Univ,"Narain, Lakisma",Prof,,PHD,89,Tx-Arlin,1988,,
Georgia Col & State Univ,"Samprone, Joseph C. Jr.",Prof,,PHD,75,Ca-SnBarb,1983,,
Georgia Institute Tech,"Blum, Terry",Dean,Mgt,PHD,82,Columbia,1986,,
Georgia Institute Tech,"Jayaraman, Narayanan",H-Ac,BGUV,PHD,86,Pittsburgh,1986,,
Georgia Institute Tech,"Eun, Cheol S.",Prof,JNUW,PHD,81,NYU,1994,Williams Professor,
Georgia Institute Tech,"Hawkins, Robert G.",Prof,QV,PHD,66,NYU,1993,Regents' Professor of Economics,
Georgia Institute Tech,"Khorana, Ajay",Assoc,,PHD,94,N Carol,1994,,
Georgia Institute Tech,"Chakrabarti, Rajesh",Asst,,PHD,99,UCLA,2000,,
Georgia Institute Tech,"Clarke, Jonathan",Asst,DFG,PHD,1,Pittsburgh,2001,,
Georgia Institute Tech,"Nayak, Subhankaer",Asst,,PHD,0,Yale,2000,,
Georgia Institute Tech,"Subramanian, Ajay",Asst,JKLN,PHD,98,Cornell,2001,,
Georgia Southern University,"Byington, J. Ralph",Dean,Atg,PHD,85,Arkansas,1995,,
Georgia Southern University,"Paul, Chris W.",C-Pr,Econ,PHD,79,Tx A&M,2000,,
Georgia Southern University,"Forbes, Shawn M.",Assoc,CDU,PHD,85,Georgia,1991,,
Georgia Southern University,"Hatem, John J.",Assoc,MTV,PHD,90,LSU,1990,,
Georgia Southern University,"White, John B.",Assoc,CGR,PHD,85,Virginia,1989,,
Georgia Southern University,"Budack, John J.",Asst,SD&,MBA,70,Drake,1974,,
Georgia Southern University,"Coe, Tom",Asst,&,MBA,85,Memphis,1993,,
Georgia Southern University,"Davis, James E.",Asst,P,MS,78,Florida,1994,,
Georgia Southern University,"Johnston, Ken P.",Asst,UV,PHD,94,Fla St,1994,,
Georgia Southern University,"Stewart, Lewis M.",Asst,R#,MBA,60,Tx Tech,1970,,
Georgia Southern University,"Wells, William",Asst,P,PHD,99,Miss,2001,,
Georgia State University,"Harris, Sidney E.",Dean,Mgt,PHD,76,Cornell,7-97,,
Georgia State University,"Gay, Gerald D.",C-Pr,L,PHD,80,Florida,1980,,
Georgia State University,"Eisemann, Peter C.",Prof,P,PHD,74,Michigan,1974,,
Georgia State University,"Kale, Jayant R.",Prof,U,PHD,87,Tx-Austin,1986,,
Georgia State University,"Morin, Roger A.",Prof,CDEG,PHD,76,Penn,1979,Professor of Finance in Regulated Industry,
Georgia State University,"Nachman, David C.",Prof,BDOT,PHD,73,Nrthwstrn,1992,,
Georgia State University,"Owers, James E.",Prof,GB,PHD,82,Ohio St,9-91,,
Georgia State University,"Smith, Stephen D.",Prof,JKNP,PHD,80,Florida,1-92,H. Talmage Dobbs Jr. Chair in Finance,
Georgia State University,"Kini, Omesh",Assoc,BGH,PHD,86,Purdue,9-98,,
Georgia State University,"Rebello, Michael J.",Assoc,ABGH,PHD,91,Tx-Austin,9-90,,
Georgia State University,"Swift, Ernest W.",Assoc,MPR,PHD,74,Oklahoma,1976,,
Georgia State University,"Agarwal, Vikas",Asst,MSK,PHD,1,London,9-01,,
Georgia State University,"Appeaolu, Charles E.",Asst,MSK,PHD,96,U Wash,9-00,,
Georgia State University,"Fendler, Richard J.",Asst,P,PHD,91,Alabama,1988,,
Georgia State University,"Gillette, Ann",Asst,T,PHD,91,Tx A&M,9-96,,
Georgia State University,"Greene, Jason T.",Asst,T,PHD,96,Indiana,9-96,,
Georgia State University,"Mettler, Alfred",Asst,CGL,PHD,90,Zurich,9-98,,
Georgia State University,"Naveen], Lailitha",Asst,GHB,PHD,1,Ariz St,9-01,,
Georgia State University,"Pouget, Sebastien",Asst,TV,PHD,0,Tailouse,1-02,,
Georgia State University,"Shrikhande, Mifind M.",Asst,UVW,PHD,91,Penn,9-00,,
Georgia State University,"Rabianski, Joseph",C-Pr,&XR,PHD,70,Illinois,1976,,
Georgia State University,"Grissom, Terry V.",Prof,&FJO,PHD,74,Wisconsin,1995,,
Georgia State University,"Black, Roy T.",Assoc,&AJW,PHD,91,Georgia,9-91,,
Georgia State University,"Diaz, Julian III",Assoc,&JFO,PHD,87,Geo St,1992,,
Georgia State University,"Gibler, Karen",Assoc,&FJO,PHD,90,Geo St,1998,,
Georgia State University,"Ziobrowski, Alan J.",Assoc,FJW,PHD,90,Kent St,1998,,
Georgia State University,"DeLisle, James R.",,&FJO,PHD,81,Wisconsin,1999,,
Georgia State University,"Palmer, Bruce A.",C-Pr,#,PHD,73,Penn,,Kenneth Black Jr. Chair in Insurance,
Georgia State University,"Behan, Donald F.",Prof,#,PHD,67,Illinois,,Robert W. Batten Chair of Actuarial Science,
Georgia State University,"Black, Kenneth Jr.",Prof,#,PHD,53,Penn,,Regents' Prof of Risk Management & Insurance,
Georgia State University,"Cox, Samuel H.",Prof,,PHD,68,LSU,,Thomas P. Bowles Jr. Chair of Actuarial Science,
Georgia State University,"Skipper, Harold D. Jr.",Prof,#,PHD,77,Penn,,C. V. Starr Chair of International Insurance,
Georgia State University,"Ciccotello, Conrad S.",Assoc,GSTX,PHD,93,Penn St,,,
Georgia State University,"Custer, William S.",Assoc,,PHD,84,Illinois,,,
Georgia State University,"Elger, John",Assoc,X,,,,,,
Georgia State University,"Feldhaus, William R.",Assoc,#BFN,PHD,80,Geo St,1975,,
Georgia State University,"Grace, Martin F.",Assoc,,PHD,88,Florida,,,
Georgia State University,"Klein, Robert W.",Assoc,#,PHD,86,Mich St,,,
Georgia State University,"Tredway, Thomas S.",Assoc,,MA,67,Emory,,,
Georgia State University,"Pedersen, Hal",Asst,,PHD,95,Wash U,,,
Georgia State University,"Phillips, Richard D.",Asst,,PHD,94,Penn,,,
Georgia State University,"Schneider, Lori A.",Asst,#,PHD,95,Geo St,,,
Georgia State University,"Gaunt, Deborah S.",Inst,#,MI,,Geo St,,,
Gettysburg College,"Pitts, Robert A.",Prof,,PHD,72,Harvard,1996,,1998-1999
Golden Gate University,"Karlin, Barbara H.",Dean,Atg,LLM,81,Golden Gt,1986,,
Golden Gate University,"Hawkey, R. Stevenson",C-Pr,,PHD,86,Golden Gt,1980,,
Golden Gate University,"Shomali, Hamid",Prof,U,PHD,73,UCLA,9-86,,
Gonzaga University,"Barnes, Clarence H.",Dean,Econ,PHD,73,Tennessee,9-73,,
Gonzaga University,"Hickman, Kent A.",Assoc,,PHD,90,Wash St,1989,,
Gonzaga University,"Korkeamaki, Tim",Asst,,ABD,,S Carol,2001,,
Gonzaga University,"Shrader, Mark J.",Asst,,PHD,88,Tx Tech,1988,,
Goshen College,"Stalter, Anita",Dean,,PHD,96,Mich St,7-87,,
Goshen College,"Kaufman, Cheryl",C-Ac,,MBA,90,Villanova,8-96,,
Goshen College,"Horning, Michele Y.",Asst,,MS,95,Drexel,9-98,,
Governors State University,"Nowlin, William A.",Dean,Ed,PHD,86,SUNY-Buf,1997,,2000-2001
Governors State University,"Finkley, Richard H.",C-Pr,,LLM,84,DePaul,1979,,2000-2001
Governors State University,"Gordon, David",Prof,,MA,88,S Fla,,,2000-2001
Governors State University,"Max, Dale",Prof,,PHD,72,Iowa,1972,,2000-2001
Grambling State University,"Wilkie, Macil C. Jr.",Dean,Atg,PHD,68,LSU,7-85,,
Grambling State University,"Bashir, Abdel H.",H-As,Econ,PHD,90,Wisconsin,8-90,,
Grambling State University,"Mahmoud, Haj",Asst,,PHD,0,N Orleans,8-99,,
Grand Valley State Univ,"Mielke, David E.",Dean,Atg,PHD,81,Wisconsin,1999,,
Grand Valley State Univ,"Blose, Laurence E.",C-Ac,JLNO,PHD,87,Tx-Austin,1997,,
Grand Valley State Univ,"Dimkoff, Gregg K.",Prof,MX#,PHD,78,Mich St,1975,,
Grand Valley State Univ,"Bhagwat, Yatin N.",Assoc,AUG,PHD,92,Tennessee,1992,,
Grand Valley State Univ,"Griggs, Frank T.",Assoc,BLOZ,PHD,90,Ariz St,1990,,
Grand Valley State Univ,"Sundaram, Sridhar",Assoc,EGOP,DBA,90,S Illinois,2001,,
Grand Valley State Univ,"Swartz, L. Mick",Assoc,AGJU,PHD,94,Iowa,1995,,
Grand Valley State Univ,"Willey, Thomas E.",Assoc,FGMN,DBA,88,Miss St,1999,,
Grand Valley State Univ,"Edwards, Susan M.",Asst,AHU,PHD,0,Kent St,2000,,
Greensboro College,"Hanson, Cynthia B.",C-Pr,Mktg,PHD,94,Maryland,1993,,
Greensboro College,"Kondeas, Alexander G.",Asst,,PHD,99,Auburn,1999,,
Grove City College,"Sparks, John A.",C-Pr,BLaw,JD,69,Michigan,1976,,
Grove City College,"Mech, Timothy S.",Assoc,EJMT,PHD,90,Rochester,1998,,
Grove City College,"Grimm, Richard C.",Asst,,PHD,99,Kent St,1997,,
Guilford College,"Stevens, William F.",C-Ac,Mgt,PHD,77,Mich St,1982,,1996-1997
Guilford College,"Kane, Betty R.",Asst,,JD,83,Vanderbilt,1993,,1996-1997
Gustavus Adolphus College,"Johnson, Bruce H.",C-Ac,Econ,PHD,79,Houston,1986,,
Gustavus Adolphus College,"Bungum, John L.",Assoc,&,PHD,77,Nebraska,1979,,
Gustavus Adolphus College,"Rauch, Jim H.",Asst,P,PHD,97,Colo St,1998,,
Hampton University,"Credle, Sid Howard",Dean,Atg,PHD,89,Tx-Austin,9-99,,
Hampton University,"Pyatt, Edward J.",C-Pr,PV,PHD,85,Temple,1984,,
Hampton University,"Stretcher, Robert H.",Assoc,JW,PHD,95,Tennessee,1992,,
Hampton University,"Nweke, Edna",Asst,DZ,PHD,94,Old Dom,1995,,
Hardin-Simmons University,"Curtis, William",C-Ac,,ABD,76,Tx-Austin,1976,,
Hardin-Simmons University,"Dow, Benjamin III",Asst,,PHD,0,Arkansas,2000,,
Harding University,"Burks, Bryan",Dean,,MBA,95,Mid Tenn,1995,,
Harding University,"Johnson, David M.",Assoc,,PHD,89,Cincinnati,1991,,
University of Hartford,"Norgaard, Corine T.",Dean,Atg,PHD,65,Tx-Austin,1996,,
University of Hartford,"Kolluri, Bharat R.",C-Pr,Econ,PHD,77,SUNY-Buf,1976,,
University of Hartford,"Cohn, Richard A.",Prof,EKJO,MBA,,Stanford,1985,,
University of Hartford,"Lashgari, Malek K.",Prof,SLMN,PHD,78,NYU,1980,,
University of Hartford,"Costello, Ann",Assoc,#,PHD,85,Penn,9-80,,
University of Hartford,"Wahab, Mahmoud",Assoc,JLVW,PHD,89,Geo Wash,9-90,,
University of Hartford,"Coleman, Susan",Asst,HPF,DPS,89,Pace,9-88,,
University of Hartford,"Leach, James G.",Exec,,,,,2001,,
Harvard University,"Clark, Kim B.",Dean,Mgt,PHD,78,Harvard,7-78,,
Harvard University,"Perold, Andre F.",C-Pr,,PHD,79,Stanford,1978,,
Harvard University,"Baldwin, Carliss Y.",Prof,,DBA,77,Harvard,1981,,
Harvard University,"Crane, Dwight B.",Prof,,PHD,65,Car Mellon,1969,,
Harvard University,"Froot, Kenneth A.",Prof,,PHD,86,Berkeley,1991,,
Harvard University,"Fruhan, William E. Jr.",Prof,,DBA,70,Harvard,1970,Senior Associate Dean,
Harvard University,"Kester, W. Carl",Prof,,PHD,81,Harvard,1981,Senior Associate Dean,
Harvard University,"Light, Jay O.",Prof,,DBA,69,Harvard,1970,Senior Associate Dean,
Harvard University,"Merton, Robert C.",Prof,,PHD,70,MIT,1988,,
Harvard University,"Piper, Thomas R.",Prof,,DBA,70,Harvard,1970,,
Harvard University,"Reiling, Henry B.",Prof,,JD,65,Columbia,1972,,
Harvard University,"Ruback, Richard S.",Prof,,PHD,80,Rochester,1987,,
Harvard University,"Tufano, Peter",Prof,,PHD,89,Harvard,1989,,
Harvard University,"Coval, Joshua",Assoc,,PHD,96,UCLA,7-01,,
Harvard University,"Esty, Ben",Assoc,,PHD,93,Harvard,1993,,
Harvard University,"Gilson, Stuart C.",Assoc,,PHD,88,Rochester,1991,,
Harvard University,"Gompers, Paul A.",Assoc,,PHD,93,Harvard,1995,,
Harvard University,"Lerner, Joshua",Assoc,,PHD,92,Harvard,1991,Jacob H. Schiff Professor of Investment Banking,
Harvard University,"Meulbroek, Lisa K.",Assoc,,PHD,90,MIT,1991,,
Harvard University,"Mitchell, Mark L.",Assoc,CGF,PHD,87,Clemson,1999,,
Harvard University,"Andrade, Gregor",Asst,,PHD,99,Chicago,1999,,
Harvard University,"Baker, Malcolm",Asst,,PHD,0,Harvard,7-01,,
Harvard University,"Chacko, George",Asst,,PHD,97,Harvard,1997,,
Harvard University,"Cohen, Randolph B.",Asst,,PHD,98,Chicago,1998,,
Harvard University,"Desai, Mihir A.",Asst,,PHD,98,Harvard,1998,,
Harvard University,"Hecht, Peter",Asst,,PHD,0,Chicago,2000,,
Harvard University,"Jin, Li",Asst,,PHD,1,MIT,7-01,,
Harvard University,"Kedia, Simi",Asst,,PHD,97,NYU,1997,,
Harvard University,"Mayfield, Scott",Asst,,PHD,87,Penn,1997,,
Harvard University,"Stafford, Erik",Asst,,PHD,99,Chicago,1999,,
Harvard University,"Viccira, Luis M.",Asst,,PHD,98,Harvard,1998,,
Harvard University,"Villalonga, Belen",Asst,,PHD,1,UCLA,7-01,,
Harvard University,"Moore, Ronald W.",Adj,,MBA,72,Harvard,1990,,
University of Hawaii at Hilo,"Worchel, Stephen",Dean,Soc,PHD,71,Duke,2000,,
University of Hawaii at Hilo,"Sakai, Marcia",D-Pr,Econ,PHD,85,Hi-Manoa,1991,,
University of Hawaii at Hilo,"Jalbert, Terrance J.",Asst,ACDO,PHD,97,Tx Tech,1996,,
Univ of Hawaii at Manoa,"McClain, David",Dean,,PHD,74,MIT,8-91,,
Univ of Hawaii at Manoa,"Mais, Eric L.",C-Ac,,PHD,88,S Carol,8-88,,
Univ of Hawaii at Manoa,"Chang, Rosita P.H.",Prof,DJVW,PHD,82,Pittsburgh,8-00,,
Univ of Hawaii at Manoa,"Dawson, Steven M.",Prof,,PHD,71,Michigan,1-71,,
Univ of Hawaii at Manoa,"Misawa, Mitsuru",Prof,,PHD,67,Michigan,8-96,,
Univ of Hawaii at Manoa,"Ordway, Nicholas O.",Prof,,PHD,78,Geo St,8-87,,
Univ of Hawaii at Manoa,"Rhee, S. Ghon",Prof,DUVW,PHD,78,Ohio St,8-99,,
Univ of Hawaii at Manoa,"Huang, Wei",Asst,,PHD,1,Ga Tech,8-01,,
Hawaii Pacific University,"Romig, Rodney",Dean,Econ,PHD,75,Nebraska,8-87,,1998-1999
Hawaii Pacific University,"Wee, Warren Y. F.",Assoc,,PHD,82,U Wash,8-88,,1998-1999
Hawaii Pacific University,"Meissner, Guenter",Asst,Y,PHD,,,,,1998-1999
Hawaii Pacific University,"Seiler, Michael",Asst,&Y,PHD,,,,,1998-1999
Heidelberg College,"Tucker, Barbara L.",C-Ac,Atg,MSA,83,Jms Mad,1989,,
Heidelberg College,"Cripps, Jeremy",Prof,AYZ,PHD,92,Union,9-83,,
Heidelberg College,"Berg, Duane",Assoc,UV,MBA,,Roosevelt,1979,,
Heidelberg College,"Cook, John P. Jr.",Asst,IUVZ,PHD,94,Kentucky,1995,,
Henderson State University,"Linn, Gary",Dean,Atg,DBA,97,La Tech,1995,,
Henderson State University,"DiMarzio, Dennis",Assoc,,JD,76,Chcgo Kent,1994,,
Henderson State University,"Casey, K. Michael",Asst,,DBA,95,La Tech,1998,,
Henderson State University,"Sumner, Glenna",Asst,,PHD,93,Oklahoma,2000,,
"Hillsdale, College","Ebeling, Richard M.",C-Pr,Econ,PHD,0,Middlesex,1988,,1998-1999
"Hillsdale, College","Cundiff, Kirby R.",Asst,,PHD,96,Illinois,,,1998-1999
Hofstra University,"Polimeni, Ralph S.",Dean,Atg,PHD,73,Arkansas,9-73,,2000-2001
Hofstra University,"Zychowicz, Edward J.",C-Ac,ACTV,PHD,89,SUNY-Bin,9-89,,2000-2001
Hofstra University,"Lyn, Esmeralda O.",Prof,ADGU,PHD,82,Baruch,9-82,,2000-2001
Hofstra University,"Nikbakht, Ehsan",Prof,,DBA,82,Geo Wash,9-82,,2000-2001
Hofstra University,"Papaioannou, George J.",Prof,DGQT,PHD,79,Penn St,9-82,,2000-2001
Hofstra University,"Bishnoi, Rahul",Assoc,EGHU,PHD,84,Mass,9-86,,2000-2001
Hofstra University,"Krull, Steven",Assoc,KLMO,PHD,90,Baruch,9-86,,2000-2001
Hofstra University,"Malley, Susan L.",Assoc,OM,PHD,80,NYU,9-95,,2000-2001
Hofstra University,"Rai, Anoop",Assoc,KUVW,PHD,87,Indiana,9-88,,2000-2001
Hofstra University,"Viswanathan, K. G.",Assoc,PV,PHD,91,Tennessee,9-89,,2000-2001
Hofstra University,"Huang, Qi",Asst,VJ,PHD,97,NYU,9-96,,2000-2001
Hofstra University,"Huckins, Nancy White",Asst,ADL,PHD,92,CUNY,9-91,,2000-2001
Hofstra University,"Karagozoglu, Ahmet",Asst,KLN,PHD,99,CUNY,9-99,,2000-2001
Hofstra University,"Mohanty, Sunil K.",Asst,PRY,DBA,95,Clev St,9-94,,2000-2001
Hofstra University,"Bales, Gioia",Inst,KPQT,MBA,86,Hofstra,9-90,,2000-2001
Hope College,"Lunn, John E.",C-Pr,Econ,PHD,80,UCLA,1992,,
Hope College,"Porter, Brian",Assoc,,PHD,94,Indiana,1999,,
Hope College,"Smith, Thomas",Assoc,,PHD,94,Michigan,1994,,
University of Houston,"Warga, Arthur D.",Dean$,,PHD,77,Michigan,1997,Judge James A. Elkins Professor of Banking and Finance,
University of Houston,"Kumar, Praveen",C-Pr,J,PHD,85,Stanford,1996,,
University of Houston,"Horvitz, Paul M.",Emer,QP,PHD,58,MIT,1977,,
University of Houston,"Lee, Bong-Soo",Prof,,PHD,86,Minnesota,1995,,
University of Houston,"Pettit, R. Richardson",Prof,N,PHD,69,UCLA,1977,Duncan Professor of Finance,
University of Houston,"Rabinovitch, Ramon",Prof,L,PHD,74,NYU,1980,,
University of Houston,"Singer, Ronald F.",Prof,BK,PHD,75,Mich St,1982,,
University of Houston,"Kretlow, William J.",Assoc,I,PHD,67,Purdue,1971,,
University of Houston,"Ramchand, Latha",Assoc,UDVJ,PHD,93,Nrthwstrn,8-93,,
University of Houston,"Susmel, Raul",Assoc,,PHD,91,Ca-SnDgo,,,
University of Houston,"Sorescu, Sorin",Asst,,PHD,96,Florida,1996,,
Univ of Houston-Clear Lake,"Cummings, William T.",Dean,Mktg,PHD,78,Ariz St,9-98,,
Univ of Houston-Clear Lake,"McCormack, Joseph Patrick",C-Ac,,PHD,78,Tx A&M,9-90,,
Univ of Houston-Clear Lake,"Cloninger, Dale O.",Prof,,DBA,73,Fla St,9-74,,
Univ of Houston-Clear Lake,"Marchesini, Roberto",Prof,,PHD,71,Tx-Austin,,,
Univ of Houston-Clear Lake,"Bendeck, Yvette M.",Assoc,,PHD,85,Ariz St,1988,,
Univ of Houston-Clear Lake,"Hodgin, Robert F.",Assoc,,DA,80,Illin St,,,
Univ of Houston-Clear Lake,"Perdue, Daniel Grady",Assoc,JMOX,PHD,85,Alabama,9-84,,
Univ of Houston-Clear Lake,"Waller, Edward R.",Assoc,ABPQ,PHD,88,Ariz St,9-93,,
Univ of Houston-Clear Lake,"Kiymaz, Halil",Asst,OVW,PHD,94,N Orleans,1-98,,
Univ of Houston-Clear Lake,"Williams, Melissa",Asst,ADEI,PHD,99,Tx Tech,9-01,,
Univ of Houston-Downtown,"Bizzell, Bobby G.",Dean,Mgt,PHD,71,Tx-Austin,1989,,
Univ of Houston-Downtown,"Nazemzadah, Asghar",C-Pr,Econ,PHD,83,Fla St,1989,,
Univ of Houston-Downtown,"Smith, Charles A.",Prof,&X,PHD,84,Tx A&M,1987,,
Univ of Houston-Downtown,"Durr, David",Assoc,UVG,PHD,95,North Tx,1995,,
Univ of Houston-Downtown,"Pelaez, Rolando F.",Assoc,KPJ,PHD,73,Houston,1986,,
Univ of Houston-Downtown,"Penkar, Samuel H.",Assoc,LM,PHD,84,Miss St,1984,,
Houston Baptist University,"Gillette, Lynn G.",Dean,Econ,PHD,80,Tx A&M,1999,,
Houston Baptist University,"Yan, Allan",C-As,,PHD,0,Houston,2000,,
Houston Baptist University,"Driver, Robert E.",Assoc,DGPX,PHD,73,Tx-Austin,1988,Prince-Chavanne Professor in Christian Business Ethics,
Howard University,"Harvey, Barron H.",Dean,Atg,PHD,77,Nebraska,1982,,
Howard University,"Lee, Youngho",C-Ac,LVWH,DBA,81,Geo Wash,1986,,
Howard University,"Fanara, Philip Jr.",Prof,DHMW,PHD,80,Indiana,1985,,
Howard University,"Mahone, Charlie E. Jr.",Prof,,PHD,81,Michigan,,"Director, MBA Program",
Howard University,"Mukherji, Sandip",Prof,JMUW,PHD,92,Cincinnati,1992,,
Howard University,"Barbee, William",Assoc,KLTN,PHD,74,Catholic,1975,,
Howard University,"Iwarere, L. Jide",Assoc,JM,PHD,87,Georgia,1986,,
Howard University,"Kavoossi, Masoud",Assoc,,PHD,,Catholic,1982,,
Howard University,"Ziorklui, Sam Q.",Assoc,RVWF,PHD,86,Howard,1984,,
Howard University,"Brent, William H.",Asst,ABD,PHD,93,Nova SE,1990,,
Howard University,"Jeong, Jin-Gil",Asst,V,PHD,94,Maryland,1995,,
Howard University,"Etta, Marumbok",Inst,,MA,91,American,1995,,
University of Idaho,"Dangerfield, Byron J.",Dean,Mgt,PHD,85,U Wash,1981,,
University of Idaho,"Geiger, Joseph J.",C-Pr,HMNY,EDD,77,Colorado,1988,,
University of Idaho,"Dacey, Raymond",Prof,VY,PHD,70,Purdue,1984,,
University of Idaho,"Reyes, Mario G. C.",Assoc,UVLS,PHD,87,Arkansas,1985,,
University of Idaho,"Grieb, Terrance P.",Asst,JPVY,PHD,96,Cincinnati,1996,,
Idaho State University,"Stratton, William E.",Dean,Mgt,PHD,74,Case Wes,1974,,
Idaho State University,"Byers, Steve",C-Ac,FGP,PHD,96,Tx A&M,1996,,
Idaho State University,"Wells, Gary R.",Prof,CX,PHD,71,Utah,1972,,
Idaho State University,"Hackert, Ann M.",Assoc,PTV,PHD,87,Iowa St,1984,,
University of Illinois,"Ghosh, Avijit",Dean,Mktg,PHD,79,Iowa,2001,,
University of Illinois,"Lynge, Morgan J. Jr.",C-Pr,P,PHD,75,Michigan,1974,,
University of Illinois,"Chan, Louis K. C.",Prof,JM,PHD,84,Rochester,1988,,
University of Illinois,"Colwell, Peter F.",Prof,&,PHD,73,Wayne St,1973,,
University of Illinois,"D'Arcy, Stephen P.",Prof,#,PHD,82,Illinois,1981,,
University of Illinois,"Finnerty, Joseph E.",Prof,VJ,PHD,74,Michigan,1984,,
University of Illinois,"Gentry, James A.",Prof,HY,PHD,66,Indiana,1966,,
University of Illinois,"Jegadeesh, Narasimhan",Prof,JKM,PHD,87,Columbia,,,
University of Illinois,"Kahn, Charles M.",Prof,PR,PHD,81,Harvard,8-96,,
University of Illinois,"Lakonishok, Josef",Prof,JM,PHD,76,Cornell,1987,,
University of Illinois,"Linke, Charles M.",Emer,BEH,PHD,66,Indiana,1966,,
